,STATE,DISTRICT,Storage name,Address,Manager Name,capacity,Longitude,Latitude
5822,Karnataka,Shivamogga,"M/S Srishila Supari Traders,APMC Yard Shimoga","Site No. Q-3, APMC Yard, Shimoga",,109,75.568101,13.9299299
5823,Karnataka,Shivamogga,"M/S Swastik Arecanut Co., APMC Yard, Shimoga","Plot-6, O Block, APMC Yard, Shimoga",,500,75.568101,13.9299299
5824,Karnataka,Shivamogga,"M/S TAPCMS Ltd., Thirthahally","Raghavendra Extension, Soppugudde, Thirthahalli",,527,75.2449892,13.6894963
5825,Karnataka,Shivamogga,M/S Tunga Arecanut Company Pvt. Ltd.,"APMC Yard, Shimoga",,725,75.568101,13.9299299
5826,Karnataka,Shivamogga,M/S Udaya Arecanut Co.,"APMC Yard, Shimoga",,574,75.568101,13.9299299
5827,Karnataka,Shivamogga,M/S Veda Supari Company,"APMC Yard, Shimoga",,579,75.568101,13.9299299
5828,Karnataka,Shivamogga,M/S Vishal Betelnut Traders,"Block No. 2, S. No. 19, A.P.M.C. Yard, Shimoga",,422,75.568101,13.9299299
5829,Karnataka,Shivamogga,Ms Santhosh Agro Industries,nan,Shri R N Subbarao,5000,,
5830,Karnataka,Shivamogga,N B S Devikumar,"No 4-Z, APMC Yard, Shimoga",,808,75.568101,13.9299299
5831,Karnataka,Shivamogga,N K Suprakash S/O Kolluraiah,"Sy No 59/4, Ganganakoppa Village",,66,75.0815557,13.8995392
5832,Karnataka,Shivamogga,N Umesh S/O Suryanarayana Rao,"Site No. 223, Main Road, Sorab",,215,75.1022271,14.3811533
5833,Karnataka,Shivamogga,N.Gopalan & N.Radhakrishnan,"Rama Camp, Sindhanur, Raichur",,184,77.3565608,16.216018
5834,Karnataka,Shivamogga,,"SS Road, Shikaripura",,1385,75.3561401,14.2651318
5835,Karnataka,Shivamogga,,S S Road,,2370,,
5836,Karnataka,Shivamogga,,"Ulavi, Soraba Taluk",,504,75.1022271,14.3811533
5837,Karnataka,Shivamogga,,"Maravalli Village, Shikaripura Taluk",,998,75.3561401,14.2651318
5838,Karnataka,Shivamogga,,"No. 540/1417, Bypass Road, Shimoga",,636,75.568101,13.9299299
5839,Karnataka,Shivamogga,,"No. 31/B, Industrial Estate, Machenahalli, Niddige Post, Shimoga",,1626,75.568101,13.9299299
5840,Karnataka,Shivamogga,,"Damlapura, Thirthahalli",,837,75.2449892,13.6894963
5841,Karnataka,Shivamogga,,"Pachayat Khata No. 101/1 & 2, 102/1 & 2, Mandaghatta Village, Shimoga Tk",,96,75.568101,13.9299299
5842,Karnataka,Shivamogga,,"Sy No. Gondi Chattanalli Village, Shimoga",,799,75.568101,13.9299299
5843,Karnataka,Shivamogga,Noor Ahmed And Shirin Sult An,"Plot No.130& 131, Kasamayana Koppalu, Ward No.9, Sorab",,105,75.1022271,14.3811533
5844,Karnataka,Shivamogga,Parashuramappa,"22/9, Mugalikoppa Tq, Shikaripur",,331,75.3561401,14.2651318
5845,Karnataka,Shivamogga,R Bhaskar & B Rameshwari,"APMC Yard, Sagar Road",,950,78.7303518,16.9729012
5846,Karnataka,Shivamogga,R Shivakumar S/O Holebasappa,"Khata No 82, Issur, Shikaripura Taluk",,198,75.3561401,14.2651318
5847,Karnataka,Shivamogga,Rudramma W/O Kendappa,"Hubbanahalli Village, Balekoppa Post, Shimoga Taluk",,86,75.568101,13.9299299
5848,Karnataka,Shivamogga,S Gayathri,"Sy No 309, 395, 186, 188, Bheemasamudra, Chitradurga",,1137,76.3980464,14.2250932
5849,Karnataka,Shivamogga,SHIKARIPUR,nan,N.Nagakumar,7750,,
5850,Karnataka,Shivamogga,SHIMOGA-I,nan,Attached To Shimoga-II,16456,,
5851,Karnataka,Shivamogga,SHIMOGA-II,nan,K.V.Shetty,16456,,
5852,Karnataka,Shivamogga,SHIMOGA-III,nan,K JayaKumar,13301,,
5853,Karnataka,Shivamogga,SHIMOGA-IV,nan,P.Siddiraju,67080,,
5854,Karnataka,Shivamogga,SHIMOGA-V,nan,K.Jayarama,7300,,
5855,Karnataka,Shivamogga,Seva Sahakara Sanga Ltd.,"Bhimankone Village, Sagar Taluk",,86,,
5856,Karnataka,Shivamogga,Sharanappa,"Bagalwad, Raichur District",,317,76.6412712,15.9268086
5857,Karnataka,Shivamogga,Shimoga Co-Op Milk Cold storage,MACHENAHALLI,Mallikarjuna,13,75.6513571,13.8875969
5858,Karnataka,Shivamogga,Shivaji S/O Veerappa,"Site No. 64, Thoravanda Village, Sorab Taluk",,242,75.1022271,14.3811533
5859,Karnataka,Shivamogga,Shuntikatte Hoovappa,"F 18, APMC Yard, Shimoga",,679,75.568101,13.9299299
5860,Karnataka,Shivamogga,Smt Chandan & Shri B G Kiran,"Sit No. 22& 23, Kh No. 294 & 295, Hosapete Badavane, Halesorab Village, Sorab Taluk",,111,75.1022271,14.3811533
5861,Karnataka,Shivamogga,Smt K M Kaveramma,"67/01, Komaranahalli Village, Kudligere Hobli, Bhadravathi Taluk, Shimoga District",,135,75.568101,13.9299299
5862,Karnataka,Shivamogga,Smt K S Nalinaxi W/O N P Karbasappa,"M K No. 22/05-06, KH No. 438, Kumsi, Shimoga Taluk",,99,75.568101,13.9299299
5863,Karnataka,Shivamogga,Smt Kamalamma W/O Parameshwarappa,"Sy No. 233, Haranahalli Village, Shimoga Taluk",,328,75.568101,13.9299299
5864,Karnataka,Shivamogga,Smt Kusuma W/O Thippeswamy,"Sy.No.21/3, Mathodu Village, Holalur Hobali, Shimoga Taluk",,100,,
5865,Karnataka,Shivamogga,Smt Neelamma W/O P D Manjappa,"Sy.No.24, Veeranna Benavalli Village, Konagavalli Panchayat",,58,,
5866,Karnataka,Shivamogga,Sri A G Natraj Gowda,"Ankaravalli Village, Sorab Tq., Shimoga Dt",,691,75.568101,13.9299299
5867,Karnataka,Shivamogga,"Sri B Chandra Rao, S/O Venkatramana, R/O Gandhinagar, Sindhanur,","G.P.No. 588, Gandhinagar, Tq. Sindhanur",,610,76.7560495,15.7702099
5868,Karnataka,Shivamogga,Sri Gururaja Arecanut Co.,"APMC Yard, Shimoga",,632,75.568101,13.9299299
5869,Karnataka,Shivamogga,"Sri H S Jayanna And Bros., Sri Jayadeva Rice Mill","M.K. No. 164-155-1288, Shankarmutt Road, Ward No.9 Shimoga",,1776,75.568101,13.9299299
5870,Karnataka,Shivamogga,Sri J Giriyappa Gowda,"Sy No 38, Site No 1, Guddekoppa Village, Thirthahally, Shimoga",,154,75.568101,13.9299299
5871,Karnataka,Shivamogga,Sri S Vasudeva Bhagath,"Sy No 53, N H 13, Bejjavalli, Thirthahalli Tq, Shimoga",,204,75.568101,13.9299299
5872,Karnataka,Shivamogga,Sri Vishnu Ganapathi Bhat,"Bedavati Village,Sorab Tq., Shimoga Dt",,691,75.568101,13.9299299
5873,Karnataka,Shivamogga,Srinivasmurthy A.K S/O Krishnadevaraiah,"Sy. No.55, Guddekoppa, Mrugavade, Thirthahalli Tq",,96,75.2449892,13.6894963
5874,Karnataka,Shivamogga,T A P M C S Ltd.,"Anandpur Village, Sagar Taluk",,86,,
5875,Karnataka,Shivamogga,T V Eshwaraiah S/O T Veerappaiah,"Sy. No.126, Thevarachatnalli Village, Shimoga Tq",,2161,75.568101,13.9299299
5876,Karnataka,Shivamogga,Talagere Supari Traders,"Site No P-12, APMC Yard, Shimoga",,134,75.568101,13.9299299
5877,Karnataka,Shivamogga,Tavarkere Supari Traders,"No L-22, APMC Yard, Shimoga",,450,75.568101,13.9299299
5878,Karnataka,Shivamogga,Thotagars Society,"Harishi Village, Sorab Taluk",,86,,
5879,Karnataka,Shivamogga,Umesh Gowda S/O Gadigeppa,"Sy. No. 19 At Jigarikoppa, Jade, Sorab Taluk",,,75.1022271,14.3811533
5880,Karnataka,Shivamogga,V S S B Ltd.,"Achapur Village, Sagar Taluk",,86,,
5881,Karnataka,Shivamogga,V S S B Ltd.,"Goutampur Village, Sagar Taluk",,86,,
5882,Karnataka,Shivamogga,V S S B Ltd.,"Byakodu Village, Sagar Taluk",,86,,
5883,Karnataka,Shivamogga,V S S B Ltd.,"Humcha Village, Hosanagar Taluk",,86,,
5884,Karnataka,Shivamogga,V S S B Ltd.,"Andige Village , Sorab Taluk",,86,,
5885,Karnataka,Shivamogga,V S S BLtd.,"Mavinkatte (Mumbaru) Village, Hosanagar Taluk",,86,,
5886,Karnataka,Shivamogga,V S S Bank Ltd.,"Barur Village, Sagar Taluk",,86,,
5887,Karnataka,Shivamogga,V S S Bank Ltd.,"Anvatti Village, Sorab Taluk",,86,,
5888,Karnataka,Shivamogga,V S S Bank Ltd.,"Hirekasavi (Chittur), Village, Sorab Taluk",,86,,
5889,Karnataka,Shivamogga,Veerabhadrappa SD/O Sannirappa,"Property No. 4, Chamenahalli Village, Balekoppa Gram Panchayat, Shimoga",,142,75.568101,13.9299299
5890,Karnataka,Shivamogga,Veerabhadreshwara Supari Traders,"Site No P 14, P Block, APMC Yard, B H Road, Shimoga",,462,75.568101,13.9299299
5891,Karnataka,Shivamogga,Yankanna Gowda,"Mallat, Manvi",,272,77.0478112,15.9951034
5892,Karnataka,Tumakuru,APMC TIPTUR,"Gungurumale Village, Tiptur Taluk",,120,,
5893,Karnataka,Tumakuru,APMC TIPTUR,"Chatnahalli Village, Tiptur Taluk",,120,,
5894,Karnataka,Tumakuru,APMC TIPTUR,"Adinarayanahally Village, Tiptur Taluk",,120,,
5895,Karnataka,Tumakuru,APMC TIPTUR,"Honnavali - 2 Village, Tiptur Taluk",,120,,
5896,Karnataka,Tumakuru,APMC TIPTUR,"Baguvala Village, Tiptur",,120,,
5897,Karnataka,Tumakuru,APMC TIPTUR,"Eedanahalli Village, Tiptur Taluk",,120,,
5898,Karnataka,Tumakuru,APMC TIPTUR,"Nallikere Village, Tiptur Taluk",,120,,
5899,Karnataka,Tumakuru,APMC TIPTUR,"Sarthavally Village, Tiptur Taluk",,120,,
5900,Karnataka,Tumakuru,APMC TIPTUR,"Choudenahally Village, Tiptur Taluk",,120,,
5901,Karnataka,Tumakuru,APMC TIPTUR,"Honnavali - 1 Village, Tiptur Taluk",,120,,
5902,Karnataka,Tumakuru,APMC TIPTUR,"Rangapura Villlage, Tiptur Taluk",,120,,
5903,Karnataka,Tumakuru,APMC TIPTUR,"Basappanahatti Grama, Tiptur Taluk",,120,,
5904,Karnataka,Tumakuru,APMC TIPTUR,"Thadasuru Village, Tiptur Taluk",,120,,
5905,Karnataka,Tumakuru,APMC TIPTUR,"Nonavinakere Village, Tiptur Taluk",,120,,
5906,Karnataka,Tumakuru,APMC TIPTUR,"Keragodi Village, Tiptur Taluk",,120,,
5907,Karnataka,Tumakuru,APMC TIPTUR,"Shivara Village, Tiptur Taluk",,120,,
5908,Karnataka,Tumakuru,APMC TIPTUR,"Halugoundanakatte Village, Tiptur Taluk",,120,,
5909,Karnataka,Tumakuru,APMC TIPTUR,"Halenahally Village, Tiptur Taluk",,120,,
5910,Karnataka,Tumakuru,APMC TIPTUR,"Kallayyanapalya Village, Tiptur Taluk",,120,,
5911,Karnataka,Tumakuru,APMC TIPTUR,"Halkurke Village, Tiptur Taluk",,120,,
5912,Karnataka,Tumakuru,APMC TIPTUR,"Bidaregudi Village, Tiptur Taluk",,120,,
5913,Karnataka,Tumakuru,APMC TIPTUR,"Alur Village, Tiptur Taluk",,120,,
5914,Karnataka,Tumakuru,APMC TIPTUR,"Kanchugaranahally Village, Tiptur Taluk",,120,,
5915,Karnataka,Tumakuru,APMC TIPTUR,"Kalkere Village, Tiptur Taluk",,120,,
5916,Karnataka,Tumakuru,APMC TIPTUR,"B Muddenahally Village, Tiptur Taluk",,120,,
5917,Karnataka,Tumakuru,APMC TIPTUR,"Dasarighatta Village, Tiptur Taluk",,120,,
5918,Karnataka,Tumakuru,APMC TIPTUR,"Manakikere Village, Tiptur Village",,120,,
5919,Karnataka,Tumakuru,APMC TIPTUR,"Madhihalli Vvillage, Tiptur Taluk",,120,,
5920,Karnataka,Tumakuru,APMC Tiptur,"Kallegowdanapaly Village, Tiptur Taluk",,120,,
5921,Karnataka,Tumakuru,APMC Tiptur,"Rajatadripura Village, Tiptur Taluk",,120,,
5922,Karnataka,Tumakuru,"APMC, Tiptur","Maranagere Village, Tiptur Taluk",,120,,
5923,Karnataka,Tumakuru,"APMC, Tiptur","Aralaguppa Village, Tiptur Taluk",,120,,
5924,Karnataka,Tumakuru,B Sadashivappa(Farmer),"Sy No 22/ 2 A 1B, Khata No 144, Belagarahally Village, Nonavinakere Hobli, Tiptur, Tumkur",,183,77.117325,13.3378762
5925,Karnataka,Tumakuru,Basavaraju S/O Kalaiah,"SY No 45/1, Kumkumanahalli, Kambathanahally Post, Tumkur",,117,77.117325,13.3378762
5926,Karnataka,Tumakuru,Can't Tell,"157, OPP. TO STATE WARE HOUSE BH ROAD TUMKUR572103",Prassana Kumar,1500,77.1216903,13.3353449
5927,Karnataka,Tumakuru,H Prabhudev S/O H Munihanumaiah,"Sy.No.24/2, Dombarahalli Village, Dasanapura Hobli, Bangalore North Taluk",,10000,,
5928,Karnataka,Tumakuru,KSWC (Sira),APMC Yard Sira,,1043,77.5461785,13.0199571
5929,Karnataka,Tumakuru,KSWC (Tumkur),"Plot No 69-71, Antharasanahally, Kasaba Hoblu, Tumkur Taluk",,2069,77.117325,13.3378762
5930,Karnataka,Tumakuru,"S/Shri Thippeswamy, P Kenchaiah & K Yashodamma","Sy No. 76/60, Aligudde Village, Kandikere Hobli, Theethapur PO, CN Hally Taluk",,179,76.6185142,13.4177165
5931,Karnataka,Tumakuru,"Smt H Vijaya, D/O A Hanumanthappa","Sy.No.119, Mahadevkodigehalli",,822,,
5932,Karnataka,Tumakuru,Smt Jayamma W/O TMS,"Sy No 22, Samudranahally, Mjire Kodipalya, Hebbur Hobali, Tumkur",,150,77.117325,13.3378762
5933,Karnataka,Tumakuru,Smt Ningamma Mahadevaswamy,"SY No. 25, Gpragondanahally Village, Kasaba Hobli, Tiptur Taluk",,76,76.4785708,13.259273
5934,Karnataka,Tumakuru,TUMKUR/Gubbi,nan,P.Zaheer Khan,11542,,
5935,Karnataka,Udupi,B Ganesh Kini,"Sy No 288, Belve Village, Kundapura Tq, Udupi",,2875,74.7421427,13.3408807
5936,Karnataka,Udupi,B Ganesh Kini S/O Late Manjunath Kini,Sy No 220/1P11 Nalkur Village And Post Udpi,,3712,74.8919899,13.4909155
5937,Karnataka,Udupi,Mallika.M.Shenoy W/O B M Shenoy,"No.243/1, Hebri Village, Karkala Tq",,135,74.9961799,13.2150997
5938,Karnataka,Udupi,P N RamaBhatt,"S No 24/8B, Sivapura Village, Karkala Tq, Udupi",,451,74.7421427,13.3408807
5939,Karnataka,Udupi,T Govindaraya Nayak S/O T Vasudeva Nayak,"Sy No. 15, Thekkatte Village, Kundapura Taluk",,357,74.6546816,14.0192528
5940,Kerala,Alappuzha,Amritha Exports,VILL. RAFIPUR. PO.$PS. AMDANDA.DIST. NORTH 24 PARG,Jisha,75,88.5045477,22.8229367
5941,Kerala,Alappuzha,Badusha,INDUSTREAL ESTATE,George,750,,
5942,Kerala,Alappuzha,Cherthala,CHERTHALA,Sajeshkumar,250,76.3400963,9.6741363
5943,Kerala,Alappuzha,Joseph George,Edathua,,676,76.4772322,9.3660915
5944,Kerala,Alappuzha,Mare Foods,"AROOR.P.O,CHERTHALA,ALAPEY",Joseph.K.P,200,76.3388484,9.4980667
5945,Kerala,Alappuzha,Sea Bay,INDUSTRIAL ESTATE AROOR,LALU,960,76.3038672,9.878191
5946,Kerala,Ernakulam,A S Marine Industries Pvt Ltd,MAIL[At]ASMARINE[Dot]IN,Shajahan,120,,
5947,Kerala,Ernakulam,ABM Marine Products,VINOJPM[At]GMAIL[Dot]COM,Vinoj P M,85,,
5948,Kerala,Ernakulam,Abad Fisheries,PROD[Dot]730[At]ABADGROUP[Dot]IN,Jibin Martin. V. J,10000,23.6878994,37.9451326
5949,Kerala,Ernakulam,Aqua Sea Food India Pvt Ltd,AQUASEAFOODINDIA[At]GMAIL[Dot]COM,Abdul Nazer,300,,
5950,Kerala,Ernakulam,Aquapearl Products Pvt. Ltd,GEOAQUAPEARL[At]VSNL[Dot]NET,Antony,1000,,
5951,Kerala,Ernakulam,Aswinassociates,VIKASROADKARUVELIPADYCOCHIN,P Surendranpillai,200,76.2611332,9.9409454
5952,Kerala,Ernakulam,Baby Marine International,BABY[At]MD2[Dot]VSNL[Dot]NET[Dot]IN,Surendran P P,330,,
5953,Kerala,Ernakulam,Bellfoods,THOPPUMPADY,Sheilasathyan,400,76.2583277,9.9355961
5954,Kerala,Ernakulam,CIAL,CIAL[At]COCHIN-AIRPORT[Dot]IN,Tomy Devis,18,76.4013295,10.1529902
5955,Kerala,Ernakulam,Chemmens Regd,CHEMMEENS[At]SATYAM[Dot]NET[Dot]IN,T C Kunjukunju,125,,
5956,Kerala,Ernakulam,Ciaco,CIACOCOCHIN[At]GMAIL[Dot]COM,Vaisagh T M,100,,
5957,Kerala,Ernakulam,Continental Marine Exports,CONTINENTALMARINEEXPORTS[At]GMAIL,Vipin R,,,
5958,Kerala,Ernakulam,Cpc,GEORGEKOSHY[At]CIAL[Dot]AERO,Georgekoshy,150,,
5959,Kerala,Ernakulam,Delsea Exports,DHANESHPB[At]GMAIL[Dot]COM,Dhanesh P B,200,,
5960,Kerala,Ernakulam,"EDATHALA,ALUVA",nan,Gracy Mathew,10000,,
5961,Kerala,Ernakulam,ERNAKULAM,Nagarkadavandhara ErnaKulam - 682 020,S.Surendra Nath,14065,76.3029374,9.9659856
5962,Kerala,Ernakulam,Economic Food Solutions Pvt,"ECONOMIC FOOD SOLUTIONS,PLOT NO 14,INDUSTRIAL ESTA",Jayalalshmi,2000,,
5963,Kerala,Ernakulam,Favour-Ita International,FAVOURITA[At]SIFY[Dot]COM,Hari,200,,
5964,Kerala,Ernakulam,Freeze Engineering Industries (Pvt Ltd),FREEZEFISHEXPORTS[At]EMAIL[Dot]COM,Reghu Narayanan,150,,
5965,Kerala,Ernakulam,Geoseafoods,GEOSEAFOODS[At]VSNL[Dot]COM,Nandhakumar,776,,
5966,Kerala,Ernakulam,Giroja Sanker,GIRIJASANKAR[At]HOTMAIL[Dot]COM,Girijasanker,,,
5967,Kerala,Ernakulam,INDIAN MARINE INDUSTRIES,"INDIAN MARINE INDUSTRIES,20/550B,MANHATTAN ROAD,PA",SEBASTIAN FRANCIS,300,-77.1945247,41.2033216
5968,Kerala,Ernakulam,India Sea Food (Reg,KANNAMAY,Mohammed,325,,
5969,Kerala,Ernakulam,Indian Marine Industries,HASIMNASHRAF[At]GMAIL[Dot]COM,K A Hahmin,185,,
5970,Kerala,Ernakulam,Interlink Exports,EYASRASHEED[At]YAHOO[Dot]CO[Dot]IN,Ummer N K,100,,
5971,Kerala,Ernakulam,Interlink Exports,JEW TOWN MATTANCHERY,Ramla,100,76.2602222,9.9553412
5972,Kerala,Ernakulam,KAKKANAD,"KINFRA-EPIP,Kakkanand Kochi-682 030",S.Sukumar,15843,76.3194675,10.0104473
5973,Kerala,Ernakulam,KOCHI,"Near Naval Boat .Jetty Willington Island,Kochi-682003",K.R.Radhakrishnan,5030,76.2855634,9.9325244
5974,Kerala,Ernakulam,KayKayExports,KANNAMALY,Mukundan,750,76.2638427,9.8757284
5975,Kerala,Ernakulam,Kochi Kitchen Exports,NIKASU[At]MD3[Dot]VSNL[Dot]NET[Dot]IN,N R K Kurup,100,,
5976,Kerala,Ernakulam,L.G SEA FOODS,LGMAILATBSNL[Dot]IN,K.K.LIRAR,250,,
5977,Kerala,Ernakulam,LG Foods,PALLURUTHI,Joseph,200,76.2735721,9.9215812
5978,Kerala,Ernakulam,LmonsunFoods Pvt Ltd,JETTYROAD,Eljo,200,138.5168101,-34.980204
5979,Kerala,Ernakulam,M/S Logiware Systems & Solutions,Vazhakulam,,2145,76.6358997,9.9469576
5980,Kerala,Ernakulam,M/S. Synthite Industrial Chemicals,Aikkaranadu,,4644,76.4615098,10.0059265
5981,Kerala,Ernakulam,MA.Ashraf & MA.Shamsudeen,Alangad,,2498,76.2914987,10.1023571
5982,Kerala,Ernakulam,MONSUN FOODS PRIVATE LIMITED,MONSUNFOODS[At]GMAIL[Dot]COM,VENU V KUMAR,100,,
5983,Kerala,Ernakulam,Malabar Spices Processors,Njarallur,,6936,,
5984,Kerala,Ernakulam,Mangala Marine Exim India Pvt Ltd,MMEXIM[At]MANGALAGROUP[Dot]COM,Deepa Johnson,250,,
5985,Kerala,Ernakulam,Manuals Marine Foods,"MANUALS MARINE CRIME INDIA PUT LTD,BY ROAD,EDAKOCH",Deepa,25000,,
5986,Kerala,Ernakulam,Manuals Sea Products,VOLUNTARY. HARBOUR ROAD,V R S Pai,500,,
5987,Kerala,Ernakulam,Mariamma Mathai,Kadamattom,,362,76.4939006,9.9738642
5988,Kerala,Ernakulam,Matsyafed,BINUKURIAKOSE[At]HOTMAIL[Dot]COM,Binu Kuriakose,,,
5989,Kerala,Ernakulam,Meat Products Of India,MPIEDAYAR[At]GMAIL[Dot]COM,Sreejith M V,40,,
5990,Kerala,Ernakulam,Mrs. Jolly Jose,Kuthattukulam,,142,76.5956642,9.86159
5991,Kerala,Ernakulam,Nadukara Agro Proccessing Factory,AVOLY P O MUVATTUPUZHA ERNAKULAM,Reji,150,76.5789749,9.9894229
5992,Kerala,Ernakulam,Nationalseafoodscompany,CHULLICKALCOCHIN,Jose Antony,200,,
5993,Kerala,Ernakulam,Nmras Exports India Pvt Ltd,NMRAS INDIA PVT LTD,Aslam,50,78.96288,20.593684
5994,Kerala,Ernakulam,Ocean Trust Trading Company,PEDANTIC[At]BANK[Dot]COM,Sunilkumar,45000,,
5995,Kerala,Ernakulam,P K Saji,Mazhuvanur,,453,76.4967919,10.009494
5996,Kerala,Ernakulam,P.S.Sulaiman & MA.Muheyiddin,Alangad,,3216,76.2914987,10.1023571
5997,Kerala,Ernakulam,PM Antony,Pindimana,,113,76.6268306,10.1050707
5998,Kerala,Ernakulam,Paragon Sea Foods Pvt. Ltd.,MAIL[At]PARAGONSEAFOODS[Dot]IN,Radhakrishnan,150,76.2747486,9.9263886
5999,Kerala,Ernakulam,ParagonSeaFoods Pvt Ltd,PARAGONSEAFOODS[At]YAHOO[Dot]CO[Dot]IN,Sajin,150,76.2747486,9.9263886
6000,Kerala,Ernakulam,Prime House,THEPRIMEHOUSE[At]GMAIL[Dot]COM,Verna Jyothi,400,,
6001,Kerala,Ernakulam,Profandvayalatmarineexports,PALLURUTHI,Shivakumar,100,76.2735721,9.9215812
6002,Kerala,Ernakulam,Rabia Sea Foods,RABIASF18[At]GMAIL[Dot]COM,Sreejith,,,
6003,Kerala,Ernakulam,RubyMarineFoods,VEETEEJAYEXIM[At]GMAIL[Dot]COM,Maniyappan,150,,
6004,Kerala,Ernakulam,SH MARINE EXIM,SHMARINEEXIM[At]EMAIL[Dot]COM,Zakriah Ahmed,80,76.2954303,9.9056808
6005,Kerala,Ernakulam,SLS Exports Pvt. Ltd.,SLSEXPORTS[At]VSNL[Dot]IN,Paul,275,,
6006,Kerala,Ernakulam,STAR FISH EXPORTS,STARFISH[At]MD2[Dot]VSNL[Dot]NET[Dot]IN,SHINY M.J.,150,,
6007,Kerala,Ernakulam,Sait Exim Company,RAJENDRANK75[At]YAHOO[Dot]CO[Dot]IN,Rajendran K,100,,
6008,Kerala,Ernakulam,Samratmeadilistexportprivatlimited,TECH[At]SIFT[Dot]COM,Tnvenugopalan,150,,
6009,Kerala,Ernakulam,Sea Star International,SEASTARINT[At]HOTMAIL[Dot]COM,J.V.Thomas,40,,
6010,Kerala,Ernakulam,Seafood Innovations,JOSPHZACHARIA[At]EMAIL[Dot]COM,Cold Census,500,,
6011,Kerala,Ernakulam,Sreepadma,AYYKKAT HOUSE,Rajesh,500,,
6012,Kerala,Ernakulam,U And Co Marine,ESTIMATES NORTHPARAVUR,K C Jayan,150,76.2272714,10.1446281
6013,Kerala,Ernakulam,United Cold Storage,Keezhumad,,240,76.3883265,10.1047598
6014,Kerala,Ernakulam,VTJseafoods,PALLURUTHI,Rajesh,250,76.2735721,9.9215812
6015,Kerala,Ernakulam,VeeTeeJayExim Pvt Ltd,VEETEEJAYEXIM[At]GMAIL[Dot]COM,Gireesh,160,,
6016,Kerala,Ernakulam,Vincent Abraham,Paingottoor,,380,76.7089711,10.0066172
6017,Kerala,Idukki,Sugantharani SHG,Pampadumpara,,291,77.1585822,9.7967016
6018,Kerala,Idukki,Vandenmedu,nan,P Ashok Kumar,1796,,
6019,Kerala,Kannur,A.J. Mathew,Karuvanchal,,511,75.4665158,12.1660099
6020,Kerala,Kannur,ICD Kannur,nan,"Maneesh , B R",6775,,
6021,Kerala,Kannur,Infarm Central Shop,Vellad,,542,75.49564,12.1619927
6022,Kerala,Kannur,Joseph Mathew,Naduvil,,540,75.4752537,12.1247035
6023,Kerala,Kannur,Sajay Joseph & Jose James,Naduvil,,810,75.4752537,12.1247035
6024,Kerala,Kasaragod,M.Gururaj Shenoy,Manjeshwar,,922,74.8850112,12.7245542
6025,Kerala,Kolasib,Anita Jestus,Karimpuzha,,187,76.4200394,10.9205387
6026,Kerala,Kollam,Avla Nettos,SHAKTHY KULANGARA,Vinod,700,76.5527249,8.9230166
6027,Kerala,Kollam,Avla Nettos Exports,AVLAEXPORTS[At]GMAIL[Dot]COM,Suresh Babu,550,,
6028,Kerala,Kollam,Capitha Exporting Company,CAPITHAN[At]REDIFFMAIL[Dot]COM,Peter Austin,2000,,
6029,Kerala,Kollam,Charly Fisheries,CHARLYFISHERIES[At]GMAIL[Dot]COM,Biju A R,500,,
6030,Kerala,Kollam,Deep Sea Products,DEEPSEAEXPORTS[At]GMAIL[Dot]COM,George Joseph,125,,
6031,Kerala,Kollam,Esmarioexports Pvt Ltd,KAVANAD KOLLAM,Jose Francis,200,76.5595359,8.9190445
6032,Kerala,Kollam,Jacob George,Chathannoor,,517,76.7233631,8.8622508
6033,Kerala,Kollam,King Fisheries Ltd,KINGSNDK[At]GMAIL[Dot]COM,Terence Stanley,160,,
6034,Kerala,Kollam,Kings Marine Exim,MANGAD,Anilkumar,400,76.1848946,10.6807552
6035,Kerala,Kollam,Kings Marine Products,ULIYA KOVIL,Vijayan,100,76.6022778,8.9021054
6036,Kerala,Kollam,Kscadc,KSCADC[At]GMAIL[Dot]COM,V S Jalajakumar,20,76.9466922,8.4665772
6037,Kerala,Kollam,Poyilakkada Fisheries,NEAR KSRTC STAND,Balagopal Pillai,600,,
6038,Kerala,Kollam,San Marine Exports,IAPKOLLAM[At]YAHOO[Dot]COM,Philomine Antony,800,,
6039,Kerala,Kollam,Sanmarineproducts,SAKTHIKULANGARA.KOLLAM,Solomon Antony,250,76.5527249,8.9230166
6040,Kerala,Kollam,Veronica Marine Exports,VERONICAMARINEEXPORTS[At]GMAIL[Dot]CO,Manu K Mohan,800,76.5343101,8.9578632
6041,Kerala,Kollam,Veronica Marine Exports,PUTHEN THURA,Venugopalan Pilli,1000,,
6042,Kerala,Kottayam,KOTTAYAM,"Railway Goods Shed Road, (Old EID Pary Godown) Nagampadom,Kottayam 686 016",P. Ashok Kumar,3188,76.5221531,9.5915668
6043,Kerala,Kottayam,Manimalayar Rubbers P Ltd,Vijayapuram,,195,79.6993249,13.2710725
6044,Kerala,Kottayam,Piravom Raod,nan,K R Radhakrishnan,1250,,
6045,Kerala,Kottayam,Smt Lilly Kutty Mathew,Arpookara,,988,76.5054652,9.6309193
6046,Kerala,Kottayam,V.J.Jose,Maranjoor,,342,,
6047,Kerala,Kozhikode,C K Ummer,Karasserry,,211,,
