,Location Name,Longitude,Latitude
6417,Aliyabad,75.777846,16.8885535
6418,Medshi,76.9427006,20.3272405
6419,Aliyabad,75.777846,16.8885535
6420,Ghusar,77.0550072,20.7713282
6421,Ghusar,77.0550072,20.7713282
6422,Poha,,
6423,Akola,77.0081678,20.7002159
6424,Ghusar,77.0550072,20.7713282
6425,Poha,,
6426,Ghusar,77.0550072,20.7713282
6427,Akola,77.0081678,20.7002159
6428,Kanheri Sarup,,
6429,Ghusar,77.0550072,20.7713282
6430,Tq:Akot,,
6431,Tq:Akot,,
6432,Adsul,,
6433,Dist: Akola,77.1024902,20.7003596
6434,Tq: Babhulgaon,,
6435,Akola,77.0081678,20.7002159
6436,Akola,77.0081678,20.7002159
6437,Mouza - Sisa,,
6438,Akola,77.0081678,20.7002159
6439,Manora,,
6440,Kothari,,
6441,Karanja,77.4809003,20.4836068
6442,Dist. Akola,77.0081678,20.7002159
6443,Wadali Satwai,77.010025,21.1045714
6444,Mouza - Sisa,,
6445,Akola,77.0081678,20.7002159
6446,Akola,77.0081678,20.7002159
6447,Akola,77.0081678,20.7002159
6448,Akola,77.0081678,20.7002159
6449,Chohatta,77.0060658,20.9167251
6450,Tq & D-Akola,77.0081678,20.7002159
6451,Mouza - Sisa,,
6452,Akola,77.0081678,20.7002159
6453,Akot,77.0537986,21.0972769
6454,Mouza - Kumbhari,,
6455,Kanshivani,77.2017119,20.6186195
6456,Akola,77.0081678,20.7002159
6457,Hiwarkhed,76.8579271,21.1312898
6458,Akola,77.0081678,20.7002159
6459,MIDC-IV,,
6460,Akola,77.0081678,20.7002159
6461,Mouza - Sisa,,
6462,Manora,,
6463,Risod,76.782702,19.9778398
6464,Ghusar,77.0550072,20.7713282
6465,Tumsar,79.7455956,21.3808404
6466,Ambad,75.7957383,19.6177051
6467,Sinner,,
6468,RAver,,
6469,Dist: Akola,77.1024902,20.7003596
6470,Tq:Akot,,
6471,Tq:Akot,,
6472,Dsitrict-Akola,77.1024902,20.7003596
6473,Tq:Akot,,
6474,Tq:Akot,,
6475,Aliyabad,75.777846,16.8885535
6476,At Deolgaon,,
6477,Akola,77.0081678,20.7002159
6478,Apatapa,77.1168753,20.8096702
6479,Shivani,,
6480,Aliyabad,75.777846,16.8885535
6481,Aliyabad,75.777846,16.8885535
6482,Dist. Akola,77.0081678,20.7002159
6483,Jambha,77.099613,29.3870233
6484,Ghusar,77.0550072,20.7713282
6485,Aliyabad,75.777846,16.8885535
6486,Chachandi,,
6487,Ekalara,75.2978495,22.1546847
6488,Kasli,60.759089,55.8963479
6489,Poha,,
6490,Borgaon,75.2654063,18.4447416
6491,Ramgaon,91.7111356,26.7014671
6492,Naya Andura,76.8274071,20.8561186
6493,Ghusar,77.0550072,20.7713282
6494,Ghusar,77.0550072,20.7713282
6495,Ugwa,76.9895076,20.8036032
6496,Guddhi,,
6497,Dist: Akola,77.1024902,20.7003596
6498,Tal & Dist: Akola,77.0081678,20.7002159
6499,Tal & Dist: Akola,77.0081678,20.7002159
6500,Dist: Akola,77.1024902,20.7003596
6501,Dist: Akola,77.1024902,20.7003596
6502,Dist: Akola,77.1024902,20.7003596
6503,Dist: Akola,77.1024902,20.7003596
6504,Tal & Dist: Akola,77.0081678,20.7002159
6505,Dist: Akola,77.1024902,20.7003596
6506,Dist: Akola,77.1024902,20.7003596
6507,Tal & Dist: Akola,77.0081678,20.7002159
6508,Dhanakwadi,73.8546821,18.4654546
6509,Tq. Barshitakli,77.0650809,20.5776336
6510,Ghusar,77.0550072,20.7713282
6511,Tq.Telhara,76.8432663,21.025427
6512,Tq:Barshitakali,77.0650809,20.5776336
6513,Sangawa,,
6514,Palsod,77.0082254,20.9527158
6515,Akola,77.0081678,20.7002159
6516,Tal. & Dist. Akola,77.0081678,20.7002159
6517,Aliyabad,75.777846,16.8885535
6518,Goregaon,72.8525696,19.1662566
6519,Ghusar,77.0550072,20.7713282
6520,Poha,,
6521,Dist: Parbhani,76.7742914,19.2583946
6522,Tq:Akola,77.0081678,20.7002159
6523,Deolgaon,76.0339052,20.0185658
6524,Akola,77.0081678,20.7002159
6525,Akola,77.0081678,20.7002159
6526,Tq.Akot,,
6527,Mohari,,
6528,Dist: Akola,77.1024902,20.7003596
6529,Tq.Akot,,
6530,Tal Dist: Akola,77.0081678,20.7002159
6531,Dist: Akola,77.1024902,20.7003596
6532,Dist; Akola,77.0081678,20.7002159
6533,Tq:Barsi Takle,,
6534,Tq& Dist.Akola,77.0081678,20.7002159
6535,Tal & Dist: Akola,77.0081678,20.7002159
6536,Dist: Akola,77.1024902,20.7003596
6537,Dist: Akola,77.1024902,20.7003596
6538,Dist: Akola,77.1024902,20.7003596
6539,Dist: Akola,77.1024902,20.7003596
6540,Tq & Dist.Akola,77.0081678,20.7002159
6541,Dist. Akola,77.0081678,20.7002159
6542,Tq:Murtizapur,77.369906,20.7232674
6543,Tq.Akot,,
6544,Tq:Murtizapur,77.369906,20.7232674
6545,Dist: Akola,77.1024902,20.7003596
6546,Tq.Barshitaqli,,
6547,Tal Dist: Akola,77.0081678,20.7002159
6548,Tq:Akot,,
6549,Dist Akola,77.1024902,20.7003596
6550,Poha,,
6551,Dist. Akola,77.0081678,20.7002159
6552,Gut No 334 Mouje Khandala Tal Telhara Akola,76.8947948,21.14677
6553,Tq.Akot,,
6554,Dist; Akola,77.0081678,20.7002159
6555,Tq:Telhara,76.8432663,21.025427
6556,Tq.Akot,,
6557,Tq.&Dist.Akola,77.0081678,20.7002159
6558,Dist: Akola,77.1024902,20.7003596
6559,Akola,77.0081678,20.7002159
6560,Tq.Telhara,76.8432663,21.025427
6561,Tah: Barshitakli,77.0650809,20.5776336
6562,Dist. Akola,77.0081678,20.7002159
6563,Tq.Akola,77.0081678,20.7002159
6564,Tal & Dist. Akola,77.0081678,20.7002159
6565,Dist: Akola,77.1024902,20.7003596
6566,Dist: Akola,77.1024902,20.7003596
6567,Tq.Akot,,
6568,Tal:Akot,77.0537986,21.0972769
6569,Yedshi,75.9644645,18.3192781
6570,Tq:Akola,77.0081678,20.7002159
6571,Tq.& Dist.Akola,77.0081678,20.7002159
6572,Dist: Akola,77.1024902,20.7003596
6573,Tq.Akot,,
6574,Dist: Akola,77.1024902,20.7003596
6575,Tq.&Dist.Akola,77.0081678,20.7002159
6576,Ghusar,77.0550072,20.7713282
6577,Wazegaon,76.7314877,20.8917206
6578,Panchgavan,76.8970669,28.3154379
6579,Tembhi,72.7525697,19.4510375
6580,Mouza Walad,,
6581,Kaneri Sarap,,
6582,Hardoli,79.596863,21.309792
6583,Kanheri Saraf,,
6584,Lothkhed,,
6585,Sangwi,73.6624507,18.1705003
6586,Kanheri Sarap,,
6587,Lotkhed,77.078751,20.9946993
6588,Lotkhed,77.078751,20.9946993
6589,Wai,,
6590,Sawargam,,
6591,Sawargam,,
6592,Mauza Ghusar,77.0550072,20.7713282
6593,Ghota,77.3152116,20.5583161
6594,Sonori,,
6595,Khel Satwaji,,
6596,Ghusar,77.0550072,20.7713282
6597,Aliyabad,75.777846,16.8885535
6598,Vallabhanagar,73.8191156,18.6180075
6599,Poha,,
6600,Tal & Dist: Akola,77.0081678,20.7002159
6601,Akola,77.0081678,20.7002159
6602,Dist: Akola,77.1024902,20.7003596
6603,Tal & Dist: Akola,77.0081678,20.7002159
6604,Tal & Dist: Akola,77.0081678,20.7002159
6605,Dist. Akola,77.0081678,20.7002159
6606,Tq.Barshi-Taqli,75.6941478,18.2333856
6607,Dist Akola,77.1024902,20.7003596
6608,Aliyabad,75.777846,16.8885535
6609,Barshitakli,77.0650809,20.5776336
6610,Aliyabad,75.777846,16.8885535
6611,Wakhapur,,
6612,Dist: Akola,77.1024902,20.7003596
6613,Dist: Akola,77.1024902,20.7003596
6614,Chachandi,,
6615,Tal:Patur. Dist: Akola,76.938379,20.4627965
6616,Aliyabad,75.777846,16.8885535
6617,Akola,77.0081678,20.7002159
6618,Akola,77.0081678,20.7002159
6619,Tal. & Dist. Akola,77.0081678,20.7002159
6620,Hirpur,77.3704849,20.7387348
6621,Malegaon,74.5089457,20.5579034
6622,Guddhi,,
6623,Kharap,,
6624,Tiptala,77.4099497,20.796548
6625,Kholapur,74.2432527,16.7049873
6626,Rama,,
6627,Borgaon,75.2654063,18.4447416
6628,Jalu,,
6629,Dist. Amravati,77.6536125,21.1162181
6630,Mahuli Jahagir,77.8624545,21.0581542
6631,Malkapur. Morshi,77.8967468,21.3479913
6632,Ner Pinglai,77.9824303,21.1840791
6633,Tal. Nandgaon Khnadeshwar,77.8338693,20.6867649
6634,Tq:Chandur Bazar,77.7394856,21.2338919
6635,Tq.& Dist. Amravati,77.7523039,20.9319821
6636,Hirapur,85.8767674,20.2260671
6637,Tq:Teosa,,
6638,Anjangaon Surji,77.3008506,21.1689372
6639,Warud,78.2647004,21.4712098
6640,Warud,78.2647004,21.4712098
6641,Warud,78.2647004,21.4712098
6642,Warud,78.2647004,21.4712098
6643,Purnanagar,73.8139689,18.6600475
6644,Tq.Daryapur,77.3496708,20.9237908
6645,Tq.Daryapur,77.3496708,20.9237908
6646,Ambada,,
6647,Rajurwadi,78.0580609,21.1938873
6648,Amaravati,80.5164523,16.5130887
6649,Ambada,,
6650,Warud,78.2647004,21.4712098
6651,Amravati,77.7523039,20.9319821
6652,T-Daryapur,77.3496708,20.9237908
6653,Tal. & Dist. Amravati,77.7523039,20.9319821
6654,H R No. 7.30,,
6655,Ambada,,
6656,Tq.Chandur Rlw.,,
6657,Tq:Dhamangaon,,
6658,Tq:Morshi,78.0138306,21.3241951
6659,Dist: Amravati,77.6536125,21.1162181
6660,Pipari,,
6661,Purnanagar,73.8139689,18.6600475
6662,Dist: Amravati,77.6536125,21.1162181
6663,Acvhalapur,79.5318582,19.1595539
6664,Ambada,,
6665,Dist: Amravati,77.6536125,21.1162181
6666,Dist: Amravati,77.6536125,21.1162181
6667,Dist: Amravati,77.6536125,21.1162181
6668,Dist: Amravati,77.6536125,21.1162181
6669,Dist: Amravati,77.6536125,21.1162181
6670,Tq.Achalpur,77.509621,21.2550057
6671,Roshankheda,78.2896122,21.4502189
6672,Tq:Warud,78.2647004,21.4712098
6673,Tq.&Dist.Amravati,77.7523039,20.9319821
6674,Tq. Chandur Rly,,
6675,Ambada,,
6676,Morshi,78.0138306,21.3241951
6677,Tq:Dhamgaon,75.8475853,18.0029425
6678,Ambada,,
6679,Tq.CB,,
6680,Tq.CB,,
6681,Tq.Dhamangaon Railway,78.1393397,20.7933224
6682,Tq. Chandur Rly,,
6683,Tq.Bhatkuli,77.6034894,20.9059866
6684,Tq:Achalpur,77.509621,21.2550057
6685,Tq.Achalpur,77.509621,21.2550057
6686,Mz:Yerala>Tq.Morshi,77.995277,21.3155266
6687,Tq.Achalpur,77.509621,21.2550057
6688,Tq.Teosa,,
6689,Dist. Parbhani,76.7742914,19.2583946
6690,Dist. Parbhani,76.7742914,19.2583946
6691,Tq.& Dist.Amravati,77.7523039,20.9319821
6692,Gorala,74.4598899,32.0177163
6693,Wagholi,73.9787063,18.5807719
6694,Jasapur,70.6417553,21.0852633
6695,Dist. Parbhani,76.7742914,19.2583946
6696,Tq:Achalpur,77.509621,21.2550057
6697,Tq:Morshi,78.0138306,21.3241951
6698,Sawarkhed,77.9360268,21.1800111
6699,Dist. Amravati,77.6536125,21.1162181
6700,Tq:Morshi,78.0138306,21.3241951
6701,Tq:Chandur Bazar,77.7394856,21.2338919
6702,Tq.Achalpur,77.509621,21.2550057
6703,Tq.Karanja,,
6704,Tq:Warud,78.2647004,21.4712098
6705,Tq & Dist.,,
6706,Amravati,77.7523039,20.9319821
6707,Tq.Teosa,,
6708,Dist. Parbhani,76.7742914,19.2583946
6709,Tq:Dhamangaon Rlwy,78.1393397,20.7933224
6710,Tq.Dhamangaon Rlw,,
6711,Tq:Chandur Bajar,77.7394856,21.2338919
6712,Mz:Yerala>Tq.Morshi,77.995277,21.3155266
6713,Rajurwadi,78.0580609,21.1938873
6714,Ambada,,
6715,Taker Keda Sambhu,,
6716,Roshankheda,78.2896122,21.4502189
6717,Pipari,,
6718,Mauje Hantoda,77.3015687,21.1360587
6719,Ambada,,
6720,Dhamangaon,78.1393397,20.7933224
6721,Roshankheda,78.2896122,21.4502189
6722,Dist: Amravati,77.6536125,21.1162181
6723,Chanduri,77.702282,20.8941502
6724,Ambada,,
6725,Tq:Dhamangaon,,
6726,Shirala,74.1284003,16.9848313
6727,MOUZE Shirasgaon TQChandbur Bazar,74.6762204,19.6278947
6728,A N Road,,
6729,Sillod,75.6528116,20.3079382
6730,Dist: Aurangabad,75.1545381,19.8910826
6731,Tq.Fulambri,75.4176439,20.0885842
6732,Tq.Sillod,75.6528116,20.3079382
6733,Tq.Sillod,75.6528116,20.3079382
6734,Tq.Sillod,75.6528116,20.3079382
6735,Tq.Sillod,75.6528116,20.3079382
6736,Sillod,75.6528116,20.3079382
6737,Dist. Aurangabad,75.1545381,19.8910826
6738,Tq:Sillod,75.6528116,20.3079382
6739,Dist. Aurangabad,75.1545381,19.8910826
6740,Dist: Aurangabad,75.1545381,19.8910826
6741,Dist: Aurangabad,75.1545381,19.8910826
6742,Khadkeshar,75.3200819,19.8854342
6743,Dist: Aurangabad,75.1545381,19.8910826
6744,Dist: Aurangabad,75.1545381,19.8910826
6745,Dist: Aurangabad,75.1545381,19.8910826
6746,Tal. & Dist. Aurangabad,75.3433139,19.8761653
6747,Dist: Aurangabad,75.1545381,19.8910826
6748,Dist. Aurangabad,75.1545381,19.8910826
6749,Dist: Aurangabad,75.1545381,19.8910826
6750,DISTAURANGABAD,,
6751,DISTAURANGABAD,,
6752,Tq:Khultabad.,75.1924755,20.0075549
6753,Tq:Aurnagabad,75.3433139,19.8761653
6754,Dist: Aurangabad,75.1545381,19.8910826
6755,Tq:khultabad,75.1924755,20.0075549
6756,Dist: Aurangabad,75.1545381,19.8910826
6757,Tal& Dist: Aurangabad,75.3433139,19.8761653
6758,Mamurabad,75.5691531,21.0657268
6759,Dist: Aurangabad,75.1545381,19.8910826
6760,Dist: Aurangabad,75.1545381,19.8910826
6761,Taluk Gangapur,,
6762,Dist: Aurangabad,75.1545381,19.8910826
6763,Khadkeshar,75.3200819,19.8854342
6764,Dist: Aurangabad,75.1545381,19.8910826
6765,Tq:Phulambri,75.4176439,20.0885842
6766,Vaizapur,74.7284812,19.9256818
6767,Dist. Aurangabad,75.1545381,19.8910826
6768,Tq:Khultabad,75.1924755,20.0075549
6769,,,
6770,Tq:Phulambri,75.4176439,20.0885842
6771,Ambada,,
6772,Tq:Khultabad,75.1924755,20.0075549
6773,Dist: Aurnagabad,75.1545381,19.8910826
6774,Dist: Aurangabad,75.1545381,19.8910826
6775,Dist: Aurangabad,75.1545381,19.8910826
6776,Dist: Aurangabad,75.1545381,19.8910826
6777,Tq:Khultabad.,75.1924755,20.0075549
6778,Dist: Aurangabad,75.1545381,19.8910826
6779,Tq:Khultabad.,75.1924755,20.0075549
6780,Mamurabad,75.5691531,21.0657268
6781,Rail,,
6782,Dist: Aurangabad,75.1545381,19.8910826
6783,Tal & Dist: Aurangabad,75.3433139,19.8761653
6784,Dist; Aurangabad,75.1545381,19.8910826
6785,Tq. Khultabad,75.1924755,20.0075549
6786,Dist: Aurangabad,75.1545381,19.8910826
6787,At & Tq.Sillod,75.6528116,20.3079382
6788,Gangapur,76.5372625,17.2008563
6789,Waluj,75.2333128,19.8429547
6790,MIDC Waluj,75.2418899,19.8409301
6791,Sillod,75.6528116,20.3079382
6792,Dist. Ahmednagar,74.4056612,19.4555024
6793,Sillod,75.6528116,20.3079382
6794,Tq.&Dist.Aurangabad,75.3433139,19.8761653
6795,Dist: Aurangabad,75.1545381,19.8910826
6796,Dist: Aurangabad,75.1545381,19.8910826
6797,Dist. Aurangabad,75.1545381,19.8910826
6798,Mkt Yard Malegaon,74.5214038,20.5629741
6799,Chandrapur,79.2961468,19.9615398
6800,Gangakhed,76.7480805,18.9663544
6801,Dist: Aurangabad,75.1545381,19.8910826
6802,Dist: Aurangabad,75.1545381,19.8910826
6803,Dist: Aurangabad,75.1545381,19.8910826
6804,Dist: Aurangabad,75.1545381,19.8910826
6805,Tal & Dist: Aurangabd,75.3433139,19.8761653
6806,Tq.Vaijapur,74.7284812,19.9256818
6807,Tq:Aurangabad,75.3433139,19.8761653
6808,Tq:Khultabad,75.1924755,20.0075549
6809,Tq:Gangapur,,
6810,Tq:Gangapur,,
6811,A/P-Pathoda(Waladgaon),75.2741557,19.8285748
6812,Tq:khultabad,75.1924755,20.0075549
6813,Tq:Fulambri,75.4176439,20.0885842
6814,Tq.Sillod,75.6528116,20.3079382
6815,Tq:Khultabad,75.1924755,20.0075549
6816,Tq.Gangapur,,
6817,Tq:Aurangabad,75.3433139,19.8761653
6818,,,
6819,Tq.Gangapur,,
6820,Tq.Gangapur,,
6821,Tq.Silld,75.6528116,20.3079382
6822,Tq:Khultabad,75.1924755,20.0075549
6823,Tq:Khultabad,75.1924755,20.0075549
6824,Tq.Sillod,75.6528116,20.3079382
6825,Khulatabad,75.1924755,20.0075549
6826,Tq:Khultabad,75.1924755,20.0075549
6827,A/P & Tq:Fulambri,75.4176439,20.0885842
6828,Tq:Phulambri,75.4176439,20.0885842
6829,Tq:Fulambri,75.4176439,20.0885842
6830,Tq.Gangapur,,
6831,Tq:Gangapur,,
6832,Tq:Kanad,,
6833,Tq:Khultabad,75.1924755,20.0075549
6834,Tq:Aurangabad,75.3433139,19.8761653
6835,Tq:Gangapur,,
6836,Aurangabad,75.3433139,19.8761653
6837,Tq.Sillod,75.6528116,20.3079382
6838,At & Tq;Phulambri,75.4176439,20.0885842
6839,Tq:Paithan,75.3849382,19.4776906
6840,Tq.Vaijapur,74.7284812,19.9256818
6841,Tq:Fulambri,75.4176439,20.0885842
6842,Tq: Fulambri,75.4176439,20.0885842
6843,Tq:Khultabad,75.1924755,20.0075549
6844,Tq:khultabad,75.1924755,20.0075549
6845,Tq:Khultabad,75.1924755,20.0075549
6846,Tq.Kannad,,
6847,Dist: Aurangabad,75.1545381,19.8910826
6848,Dist: Aurangabad,75.1545381,19.8910826
6849,Dist. Aurangabad,75.1545381,19.8910826
6850,Dist. Aurangabad,75.1545381,19.8910826
6851,Dist. Aurangabad,75.1545381,19.8910826
6852,Sillod,75.6528116,20.3079382
6853,Tq:Khultabad.,75.1924755,20.0075549
6854,Tq:Phulambri,75.4176439,20.0885842
6855,Dist: Aurangabad,75.1545381,19.8910826
6856,Dist: Aurangabad,75.1545381,19.8910826
6857,Tq:Gangapur,,
6858,Dist: Aurangabad,75.1545381,19.8910826
6859,Dist: Aurangabad,75.1545381,19.8910826
6860,Dist: Aurangabad,75.1545381,19.8910826
6861,Dist: Aurangabad,75.1545381,19.8910826
6862,Dist: Aurangabad,75.1545381,19.8910826
6863,Dist. Aurangabad,75.1545381,19.8910826
6864,Dist: Aurangabad,75.1545381,19.8910826
6865,Dist: Aurangabad,75.1545381,19.8910826
6866,Dist: Aurangabad,75.1545381,19.8910826
6867,Tq:Aurangabad,75.3433139,19.8761653
6868,Tq:fulambri,75.4176439,20.0885842
6869,Tq:Khultabad.,75.1924755,20.0075549
6870,Dist: Aurangabad,75.1545381,19.8910826
6871,Dist: Aurangabad,75.1545381,19.8910826
6872,Dist: Aurangabad,75.1545381,19.8910826
6873,Dist: Aurangabad,75.1545381,19.8910826
6874,Dist: Aurangabad,75.1545381,19.8910826
6875,Dist: Aurangabad,75.1545381,19.8910826
6876,Dist: Aurangabad,75.1545381,19.8910826
6877,Tq:Fulambri,75.4176439,20.0885842
6878,GUT NO 233 AT PIRABWADA TQ PHULAMBRI DIST AURANGABAD,75.4176439,20.0885842
6879,Dist. Aurangabad,75.1545381,19.8910826
6880,Gevrai Tankpaithan Road,75.754592,19.2605814
6881,A/P-HivarkhedaTq:Auranagabad,75.1370254,20.2903757
6882,Rail,,
6883,Dist: Aurangabad,75.1545381,19.8910826
6884,Dist: Aurangabad,75.1545381,19.8910826
6885,Dist; Aurangabad,75.1545381,19.8910826
6886,Dist: Auurangabad,75.1545381,19.8910826
6887,Fardapur,75.7240654,20.5831588
6888,Dist: Aurangabad,75.1545381,19.8910826
6889,Tq:khulatabad,75.1924755,20.0075549
6890,Tq:Khultabad,75.1924755,20.0075549
6891,Tq:Fulambri,75.4176439,20.0885842
6892,Tal & Dist: Aurangabad,75.3433139,19.8761653
6893,Dist: Aurangabad,75.1545381,19.8910826
6894,Dist: Aurangabad,75.1545381,19.8910826
6895,Tq:Khultabad,75.1924755,20.0075549
6896,Tq:Gangapur,,
6897,Chittepimpalgaon,75.4859894,19.7857004
6898,Dist: Aurangabad,75.1545381,19.8910826
6899,Tq:khultabad,75.1924755,20.0075549
6900,Dist: Aurangabad,75.1545381,19.8910826
6901,Dist: Aurangabad,75.1545381,19.8910826
6902,Dist: Aurangabad,75.1545381,19.8910826
6903,Sillod,75.6528116,20.3079382
6904,,,
6905,Tal. Sillod,75.6528116,20.3079382
6906,Tq:Soygaon,74.512637,20.5528189
6907,Dist: Aurangabad,75.1545381,19.8910826
6908,GAT NO 575 SILLOD DIST AURANGABAD,75.6528116,20.3079382
6909,Tq.Vaijapur,74.7284812,19.9256818
6910,Tq:Fulambri,75.4176439,20.0885842
6911,Dist: Aurangabad,75.1545381,19.8910826
6912,Tal. Sillod,75.6528116,20.3079382
6913,T&D-Aur.,102.4369644,5.9819673
6914,Tq.Sillod,75.6528116,20.3079382
6915,Tq:Khultabad,75.1924755,20.0075549
6916,Tq;Gangapur,,
6917,V/P & Tq.Kannad,,
6918,PIN: 431002,75.1771955,19.9205396
6919,V/P & Tq.Kannad,,
6920,Tq:Khultabad,75.1924755,20.0075549
6921,Tq:Gangapur,,
6922,Tq.Gangapur,,
6923,Tq.Sillod,75.6528116,20.3079382
6924,DIst: Aurangabad,75.1545381,19.8910826
6925,Tq:Khultabad,75.1924755,20.0075549
6926,Dist: Aurangabad,75.1545381,19.8910826
6927,At & Tq: Fulambri,75.4176439,20.0885842
6928,Tq.Sillod,75.6528116,20.3079382
6929,Tq:Khultabad,75.1924755,20.0075549
6930,Aurangabad,75.3433139,19.8761653
6931,Tq.Gangapur,,
6932,Tq:&Dist.Aura.,,
6933,Dist: Aurangabad,75.1545381,19.8910826
6934,Tq:khu.,,
6935,Tq:Fulambri,75.4176439,20.0885842
6936,Tq.Kannad,,
6937,Tq.Khultabad,75.1924755,20.0075549
6938,Tq;Fulambri,75.4176439,20.0885842
6939,Tq.Sillod,75.6528116,20.3079382
6940,Sardi,,
6941,Mandna,75.6506298,20.4263547
6942,Bharadi,75.5575519,20.3607717
6943,Khullod,75.6469934,20.4587952
6944,Badwad,,
6945,Bhardi,75.8592052,19.4665062
6946,Tq:Khultabad.,75.1924755,20.0075549
6947,Dist: Aurangabad,75.1545381,19.8910826
6948,Dist: Aurangabad,75.1545381,19.8910826
6949,Tal: Aurangabad,75.3433139,19.8761653
6950,Dist: Aurangabad,75.1545381,19.8910826
6951,Dist: Aurangabad,75.1545381,19.8910826
6952,Tal. & Dist. Aurangabad,75.3433139,19.8761653
6953,Dist. Aurangabad,75.1545381,19.8910826
6954,District Aurangabad.,75.1545381,19.8910826
6955,Tal. Sillod,75.6528116,20.3079382
6956,Dist. Aurangabad,75.1545381,19.8910826
6957,Tal Anvi Dist Aurangabad,75.6862616,20.3587446
6958,Dist. Aurangabad,75.1545381,19.8910826
6959,Dist. Aurangabad,75.1545381,19.8910826
6960,Kawitheda,,
6961,Aurangabad,75.3433139,19.8761653
6962,Bhaigaon,75.5829782,20.2148313
6963,Dist. Aurangabad,75.1545381,19.8910826
6964,Dist. Aurangabad,75.1545381,19.8910826
6965,Dist: Aurangabad,75.1545381,19.8910826
6966,Dist: Aurangabad,75.1545381,19.8910826
6967,Tq:Phulmbri,75.4176439,20.0885842
6968,Ambada,,
6969,Tq:Khultabad,75.1924755,20.0075549
6970,Dist: Aurangabad,75.1545381,19.8910826
6971,Dist: Aurangabad,75.1545381,19.8910826
6972,Dist: Aurangabad,75.1545381,19.8910826
6973,Dist: Aurangabad,75.1545381,19.8910826
6974,Tq:Phulambri,75.4176439,20.0885842
6975,Dist: Aurangabad,75.1545381,19.8910826
6976,Dist: Aurangabad,75.1545381,19.8910826
6977,Tq:Phulambri,75.4176439,20.0885842
6978,Dist: Aurangabad,75.1545381,19.8910826
6979,Gutno22at PimpalgaonTq:Phulambri,75.4176439,20.0885842
6980,Dist; Aurangabad,75.1545381,19.8910826
6981,Dist: Aurangabad,75.1545381,19.8910826
6982,Dist: Aurangabad,75.1545381,19.8910826
6983,Dist: Aurangabad,75.1545381,19.8910826
6984,Dist: Aurangabad,75.1545381,19.8910826
6985,Dist: Aurangabad,75.1545381,19.8910826
6986,Tq:Khultabad,75.1924755,20.0075549
6987,Dist: Aurangabad,75.1545381,19.8910826
6988,Kada,,
6989,Gevrai,75.754592,19.2605814
6990,Tq. Kaij,,
6991,Dist. Satara,74.0300122,17.5780083
6992,Tokwadi,76.4982375,18.8739006
6993,Waghala,77.3191471,19.1485289
6994,Dist. Nanded � 431 743,77.3191471,19.1485289
6995,Tokwadi,76.4982375,18.8739006
6996,Dist: Beed,75.8069082,18.9219537
6997,Tq:Kaij,,
6998,Dist. Beed,75.8069082,18.9219537
6999,Tal. Parli-Vaijnath,76.5198462,18.8453169
7000,Dist. Beed,75.8069082,18.9219537
7001,Dist. Nanded,77.3783789,18.9437871
7002,Dist: Beed,75.8069082,18.9219537
7003,Dist. Beed,75.8069082,18.9219537
7004,Tq.Ambajogai,76.3810922,18.7271336
7005,Tq.Pusad,77.568649,19.9104257
7006,Ambajogai,76.3810922,18.7271336
7007,Bramhawadi,76.8173138,19.6885848
7008,Bramhawadi,76.8173138,19.6885848
7009,Bramhawadi,76.8173138,19.6885848
7010,Dist: Beed,75.8069082,18.9219537
7011,Dist.Beed,75.8069082,18.9219537
7012,Kondha,,
7013,Chikali,74.1878487,17.4163983
7014,TQ LakhandurdIST BHANDARA,79.8832336,20.7543208
7015,Tq.Mohadi,79.6754694,21.3087682
7016,Lakhani,,
7017,Lakhani,,
7018,Dist: Bhandara,79.8296743,21.0736452
7019,Lakhani,,
7020,Paoni,79.3423312,21.527781
7021,Sihora,80.1065646,23.4865775
7022,Bodra,,
7023,Bramhpuri,79.8576828,20.6098549
7024,Dist: Bhandara,79.8296743,21.0736452
7025,Tq:Lakhani,,
7026,Tq& Dist.Bhandara,79.6570127,21.177658
7027,Tq.Mohadi,79.6754694,21.3087682
7028,Tq.Mohadi,79.6754694,21.3087682
7029,Tq.Mohadi,79.6754694,21.3087682
7030,PIndividual Kepar,,
7031,Dist: Bhandara,79.8296743,21.0736452
7032,At & Tq.Lakhandhur,79.8832336,20.7543208
7033,Tq.Sakoli,79.9973278,21.0817186
7034,At & Tq. Lakhandur,79.8832336,20.7543208
7035,Tq. Lakhandur,79.8832336,20.7543208
7036,Dist: Bhandara,79.8296743,21.0736452
7037,Bhandara,79.6570127,21.177658
7038,Tq.Lakhani,,
7039,.Bhandara,79.6570127,21.177658
7040,Mouza - Warthi,,
7041,Tal & Dist: Bhandara,79.6570127,21.177658
7042,Tq.Lakhandur,79.8832336,20.7543208
7043,Dist.Bhandara,79.8296743,21.0736452
7044,Dist: Bhandara,79.8296743,21.0736452
7045,Tq.Mehkar,76.571318,20.1477543
7046,Nandura,76.4505243,20.8307334
7047,Asalgaon,76.492455,21.0107405
7048,Dist: Buldhana,76.3637285,20.4560976
7049,Dist. Buldana,76.1841701,20.5292147
7050,At & Tq.Sindhkhedraja,76.1259607,19.9525432
7051,Asalgaon,76.492455,21.0107405
7052,Chikhali,73.8196095,18.6824723
7053,Dist: Buldhana,76.3637285,20.4560976
7054,At Lonar Buldana,76.522354,19.984796
